日期,商品名称,商品ID,类别,属性类别,属性名称,搜索人群占比,访问人群占比,支付人群占比
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,品牌偏好,AUX/奥克斯,,0.01%,0.46%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,品牌偏好,Lining/李宁,,0.01%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,品牌偏好,Nike/耐克,,0.01%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,品牌偏好,Huawei/华为,,0.01%,0.52%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,品牌偏好,Philips/飞利浦,,0.01%,0.46%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,第一层级,,12.35%,4.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,第二层级,,39.93%,31.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,第三层级,,27.21%,32.34%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,第四层级,,10.54%,16.81%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,第五层级,,3.98%,8.09%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,第六层级,,1.57%,3.81%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,第七层级,,0.69%,1.79%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,第八层级,,0.33%,1.20%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,第九层级,,0.15%,0.48%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,第十层级,,0.15%,0.37%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,消费层级,未知,,3.09%,0.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,淘气值,400及以下,,3.44%,0.28%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,淘气值,401-500,,9.99%,5.45%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,淘气值,501-600,,12.84%,9.09%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,淘气值,601-800,,21.90%,19.20%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,淘气值,801-1000,,15.03%,15.86%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,淘气值,1000以上,,36.80%,50.12%
